API10,Continous Injected (bbl),Cyclic Injected (bbl),Days Well Injected,Days Well Produced,Field Name,Gas Produced (Mcf),Latitude,Lease Name,Longitude,Month,Oil Produced (bbl),Operator Name,Pool Code,Range,Section,Spud,Total Steam Injected (bbl),Township,Water Injected (bbl),Water Produced (bbl),Well,Well Type Inj,Well Type Prod
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1980-03-01,792.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,29295.0,81,,OG
0402900522,,,,29.0,Ant Hill,0.0,35.39703,,-118.862005,1980-02-01,636.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,26013.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1980-01-01,820.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,27807.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1979-12-01,1046.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,27714.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1979-11-01,780.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,33570.0,81,,OG
0402900522,,,,11.0,Ant Hill,0.0,35.39703,,-118.862005,1979-10-01,148.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,11935.0,81,,OG
0402900522,,,,25.0,Ant Hill,0.0,35.39703,,-118.862005,1979-09-01,295.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,27125.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1979-08-01,413.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,33635.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1979-07-01,629.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,34782.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1979-06-01,820.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,33660.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1979-05-01,546.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,35030.0,81,,OG
