District #,Formatted API #,Operator Name,Operator Code,Field Name,Field Code,API #,Lease Name,Well #,Well Status,Pool WellTypes,Section,Township,Range,Base Meridian,Area Code,Area Name,Latitude,Longitude,GISSourceCode,DatumCode,BLMWell,DryHole,Directional,Hydraulically Fractured,SPUD Date,Completion Date,Abandoned Date
5,019-21137,Aera Energy LLC,A0610,Coalinga,150,01921137,Penn-Zier,444,P,"SF, WF",1,20S,14.0,MD,0,Any Area,36.210736302,-120.393427255,gps,83,N,N,N, ,1978-11-29,1979-07-23,2014-03-17
5,019-21138,Aera Energy LLC,A0610,Coalinga,150,01921138,Penn-Zier,445,I,"SF, WF",1,20S,14.0,MD,0,Any Area,36.210715291,-120.392229191,gps,83,N,N,N, ,1978-12-02,1978-12-04,
5,019-21139,Aera Energy LLC,A0610,Coalinga,150,01921139,Penn-Zier,458,P,"SF, WF",1,20S,14.0,MD,0,Any Area,36.209792339,-120.394673314,gps,83,N,N,N, ,1978-12-04,1979-07-25,2010-07-01
5,019-21140,Aera Energy LLC,A0610,Coalinga,150,01921140,Penn-Zier,459,I,"SF, WF",1,20S,14.0,MD,0,Any Area,36.209727329,-120.393432248,gps,83,N,N,N, ,1978-12-06,1979-07-25,
5,019-21141,Aera Energy LLC,A0610,Coalinga,150,01921141,Penn-Zier,460,I,"SF, WF",1,20S,14.0,MD,0,Any Area,36.209701317,-120.392205183,gps,83,N,N,N, ,1978-12-08,1979-07-19,
5,019-21162,Aera Energy LLC,A0610,Coalinga,150,01921162,Penn-Zier,244,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.211247295,-120.394044291,gps,83,N,N,N, ,1978-10-21,1978-10-24,
5,019-21163,Aera Energy LLC,A0610,Coalinga,150,01921163,Penn-Zier,246,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.211211272,-120.391620162,gps,83,N,N,N, ,1978-10-24,1978-10-26,
5,019-21164,Aera Energy LLC,A0610,Coalinga,150,01921164,Penn-Zier,258,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.210319332,-120.395252349,gps,83,N,N,N, ,1978-10-27,1978-10-30,
5,019-21165,Aera Energy LLC,A0610,Coalinga,150,01921165,Penn-Zier,259,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.210222322,-120.394051284,gps,83,N,N,N, ,1978-10-30,1978-11-01,
5,019-21166,Aera Energy LLC,A0610,Coalinga,150,01921166,Penn-Zier,260,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.210138312,-120.392785217,gps,83,N,N,N, ,1978-11-02,1978-11-05,
5,019-21167,Aera Energy LLC,A0610,Coalinga,150,01921167,Penn-Zier,261,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.210215298,-120.391605154,gps,83,N,N,N, ,1978-11-05,1978-11-08,
5,019-21168,Aera Energy LLC,A0610,Coalinga,150,01921168,Penn-Zier,274,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.209313346,-120.394066279,gps,83,N,N,N, ,1978-11-17,1978-11-26,
5,019-21169,Aera Energy LLC,A0610,Coalinga,150,01921169,Penn-Zier,275,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.209305333,-120.392811212,gps,83,N,N,N, ,1978-11-08,1978-11-11,
5,019-21170,Aera Energy LLC,A0610,Coalinga,150,01921170,Penn-Zier,276,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.209327321,-120.391594148,gps,83,N,N,N, ,1978-11-12,1978-11-17,
5,019-20080,Aera Energy LLC,A0610,Coalinga,150,01920080,Penn-Zier,1-H,I,OG,1,20S,14.0,MD,0,Any Area,36.219300106,-120.39615246,gps,83,N,N,N, ,1967-09-07,1967-09-29,
5,019-20081,Aera Energy LLC,A0610,Coalinga,150,01920081,Penn-Zier,1-J,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.219318084,-120.393931343,gps,83,N,N,N, ,1967-09-05,1967-09-08,
5,019-20082,Aera Energy LLC,A0610,Coalinga,150,01920082,Penn-Zier,1-L,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.219327067,-120.392284256,gps,83,N,N,N, ,1967-09-03,1967-09-06,
5,019-20083,Aera Energy LLC,A0610,Coalinga,150,01920083,Penn-Zier,2-K,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.218455099,-120.393188297,gps,83,N,N,N, ,1967-09-09,1967-10-24,
5,019-20084,Aera Energy LLC,A0610,Coalinga,150,01920084,Penn-Zier,3-L,P,"OG, SC",1,20S,14.0,MD,0,Any Area,36.217595112,-120.392286243,gps,83,N,N,N, ,1967-09-12,1967-10-04,2001-01-04
5,019-20085,Aera Energy LLC,A0610,Coalinga,150,01920085,Penn-Zier,5-J,A,"OB, OG, SC",1,20S,14.0,MD,0,Any Area,36.215751183,-120.394561351,gps,83,N,N,N, ,1967-09-10,1967-10-06,
5,019-20108,Aera Energy LLC,A0610,Coalinga,150,01920108,Penn-Zier,5-L,P,"OG, SC",1,20S,14.0,MD,0,Any Area,36.215771161,-120.392441239,gps,83,N,N,N, ,1967-09-14,1967-10-26,2006-08-23
5,019-20109,Aera Energy LLC,A0610,Coalinga,150,01920109,Penn-Zier,7-H,A,"OB, OG",1,20S,14.0,MD,0,Any Area,36.21392425,-120.39648844,gps,83,N,N,N, ,1967-09-19,1967-09-29,
5,019-20110,Aera Energy LLC,A0610,Coalinga,150,01920110,Penn-Zier,7-J,P,OG,1,20S,14.0,MD,0,Any Area,36.213884228,-120.394185318,opr,83,N,Y,N, ,1967-09-18,,1967-09-19
5,019-20111,Aera Energy LLC,A0610,Coalinga,150,01920111,Penn-Zier,7-L,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.213954208,-120.392413224,gps,83,N,N,N, ,1967-07-16,1967-09-23,
5,019-20113,Aera Energy LLC,A0610,Coalinga,150,01920113,Penn-Zier,7-F,I,"OG, SC",1,20S,14.0,MD,0,Any Area,36.213858272,-120.398522547,gps,83,N,N,N, ,1967-09-21,1967-09-29,
5,019-20220,Aera Energy LLC,A0610,Coalinga,150,01920220,Penn-Zier,4-F,A,SF,1,20S,14.0,MD,0,Any Area,36.2166652,-120.398647574,gps,83,N,N,N, ,1968-06-21,1968-06-26,
5,019-20221,Aera Energy LLC,A0610,Coalinga,150,01920221,Penn-Zier,5-G,A,SF,1,20S,14.0,MD,0,Any Area,36.215682215,-120.397550509,gps,83,N,N,N, ,1968-06-22,1968-06-27,
5,019-21703,Aera Energy LLC,A0610,Coalinga,150,01921703,Penn-Zier,120,P,"OG, SC",1,20S,14.0,MD,0,Any Area,36.21854715,-120.398572583,gps,83,N,N,N, ,1982-08-16,1982-08-18,2000-10-12
5,019-21704,Aera Energy LLC,A0610,Coalinga,150,01921704,Penn-Zier,126,A,"OG, SC",1,20S,14.0,MD,0,Any Area,36.218345087,-120.391730219,gps,83,N,N,N, ,1982-08-08,1982-08-10,
